H2-IAb,H2-IAd,HLA-DPB1_0201,HLA-DQB1_0302,HLA-DQB1_0602 ,HLA-DRB1_0101,HLA-DRB1_0301,HLA-DRB1_0401,HLA-DRB1_0404,HLA-DRB1_0405,HLA-DRB1_0701,HLA-DRB1_0802,HLA-DRB1_0901,HLA-DRB1_1001,HLA-DRB1_1101,HLA-DRB1_1301,HLA-DRB1_1501,HLA-DRB3_0101,HLA-DRB3_0202,HLA-DRB4_0101
,,,,,0.414868,0.240464,0.606328,0.64421,0.488766,0.721025,0.590077,0.540392,,0.712556,,0.515149,,,0.481994
,,,,,0.404231,0.374546,0.598788,0.676822,0.627092,0.78977,0.405035,0.396168,,0.77074,,0.554254,,,0.546387
,,,,,0.430085,0.32245,0.504854,0.550605,0.623412,0.422769,0.467927,0.539809,,0.785061,,0.57499,,,0.61466
,,,,,0.617753,0.136041,0.487207,0.515329,0.582916,0.867714,0.460917,0.647201,,0.731808,,0.539501,,,0.517854
,,,,,0.680876,0.267218,0.659944,0.545261,0.632383,0.727658,0.508447,0.505266,,0.698238,,0.521184,,,0.517033
,,,,,0.716709,0.466965,0.575533,0.617058,0.476967,0.70812,0.302857,0.409143,,0.653789,,0.523094,,,0.51604
,,,,,0.4737,0.235009,0.514459,0.581478,0.698928,0.754614,0.40742,0.396525,,0.667357,,0.615017,,,0.590095
,,,,,0.614235,0.258757,0.566175,0.505916,0.590615,0.482172,0.474035,0.428853,,0.6541,,0.723014,,,0.454802
,,,,,0.817484,0.649307,0.638482,0.559034,0.649551,0.679656,0.53814,0.475886,,0.410306,,0.745416,,,0.391625
,,,,,0.855639,0.705565,0.678448,0.541418,0.478135,0.820354,0.420857,0.508629,,0.773017,,0.595871,,,0.308465
,,,,,0.76461,0.372867,0.678079,0.773957,0.605331,0.542911,0.421582,0.519186,,0.732592,,0.720563,,,0.430472
,,,,,0.600209,0.600039,0.494094,0.575046,0.668686,0.548472,0.467325,0.31189,,0.610339,,0.648644,,,0.605238
,,,,,0.458212,0.732109,0.17907,0.499913,0.67573,0.571922,0.760184,0.745245,,0.683482,,0.703557,,,0.397299
,,,,,0.66385,0.386028,0.37657,0.441552,0.593439,0.561936,0.753747,0.737587,,0.707593,,0.67027,,,0.468289
,,,,,0.417362,0.581785,0.59164,0.457912,0.597849,0.843996,0.751734,0.734323,,0.767994,,0.590468,,,0.574442
,,,,,0.638253,0.465395,0.493132,0.496826,0.565087,0.573327,0.480407,0.521411,,0.666597,,0.719582,,,0.550196
,,,,,0.756208,0.367347,0.443716,0.486432,0.577067,0.789977,0.488827,0.702119,,0.674225,,0.668928,,,0.562263
,,,,,0.758339,0.230908,0.573846,0.484063,0.588769,0.545082,0.487745,0.558597,,0.314958,,0.635823,,,0.506617
,,,,,0.65543,0.528858,0.588258,0.593314,0.507605,0.472243,0.437613,0.512967,,0.668681,,0.627721,,,0.422579
,,,,,0.480076,0.504537,0.563628,0.667121,0.446227,0.534762,0.525713,0.769387,,0.728691,,0.621424,,,0.489959
,,,,,0.486308,0.233013,0.393317,0.605122,0.617978,0.844823,0.541286,0.618719,,0.766479,,0.631085,,,0.605238
,,,,,0.736737,0.119372,0.553731,0.55574,0.449758,0.745364,0.471752,0.517857,,0.694395,,0.591371,,,0.543229
,,,,,0.693975,0.173864,0.464007,0.403025,0.518845,0.641092,0.564239,0.675072,,0.78358,,0.696463,,,0.468289
,,,,,0.396561,0.223553,0.671031,0.412804,0.480456,0.620954,0.533133,0.733448,,0.566915,,0.521215,,,0.522475
,,,,,0.4961,0.390262,0.543173,0.594663,0.485722,0.450583,0.643831,0.679013,,0.711627,,0.541315,,,0.529152
,,,,,0.588461,0.399489,0.539456,0.590637,0.413453,0.508984,0.680487,0.751971,,0.729827,,0.667202,,,0.313334
,,,,,0.450109,0.46989,0.484713,0.588219,0.360571,0.710556,0.47607,0.750243,,0.762016,,0.561068,,,0.264148
,,,,,0.752482,0.22639,0.552109,0.653415,0.649794,0.46731,0.530389,0.568603,,0.46054,,0.76677,,,0.379457
,,,,,0.493687,0.083415,0.467696,0.664515,0.43699,0.446344,0.340948,0.719769,,0.60314,,0.709937,,,0.461254
,,,,,0.717493,0.493098,0.478991,0.621628,0.567452,0.627889,0.559438,0.497078,,0.604632,,0.614293,,,0.494696
,,,,,0.52784,0.33654,0.449606,0.436665,0.392972,0.479129,0.565118,0.477449,,0.783879,,0.599431,,,0.60897
,,,,,0.488344,0.37227,0.460226,0.366569,0.502036,0.521776,0.500065,0.599466,,0.706121,,0.440146,,,0.403013
,,,,,0.479868,0.163849,0.515171,0.353113,0.520278,0.219352,0.360711,0.692286,,0.791732,,0.572204,,,0.529207
,,,,,0.616122,0.535974,0.27611,0.570638,0.540668,0.602709,0.55621,0.637427,,0.727708,,0.69046,,,0.586034
,,,,,0.798081,0.593058,0.502194,0.664022,0.477343,0.537604,0.580986,0.663576,,0.615432,,0.547982,,,0.672932
,,,,,0.733421,0.279507,0.346112,0.433752,0.533972,0.338492,0.421687,0.672187,,0.711656,,0.713055,,,0.619034
,,,,,0.498655,0.212816,0.490908,0.647843,0.416209,0.341509,0.509045,0.459721,,0.71512,,0.561723,,,0.7196
,,,,,0.437344,0.201616,0.709433,0.624612,0.508497,0.259659,0.472498,0.325555,,0.717299,,0.561483,,,0.650774
,,,,,0.461393,0.194013,0.35764,0.667239,0.448953,0.340214,0.484145,0.612497,,0.709089,,0.778525,,,0.648568
,,,,,0.715223,0.105525,0.428906,0.73117,0.321366,0.354246,0.350358,0.570238,,0.71983,,0.562871,,,0.645643
,,,,,0.725544,0.185892,0.494346,0.525637,0.310746,0.329796,0.375395,0.65594,,0.734618,,0.672202,,,0.646806
,,,,,0.771248,0.478083,0.566962,0.521674,0.423723,0.485445,0.36488,0.534648,,0.737597,,0.695661,,,0.436066
,,,,,0.449555,0.422594,0.629817,0.372812,0.510356,0.575555,0.558277,0.672548,,0.743051,,0.518721,,,0.690255
,,,,,0.594227,0.591927,0.815567,,0.42895,0.50447,0.501055,0.693311,,0.618047,,0.618328,,,0.453421
,,,,,0.578104,0.508435,0.402662,,0.480406,0.710036,0.402973,0.477193,,0.256703,,0.630842,,,0.531119
,,,,,0.765298,0.429014,0.472707,,0.623412,0.368252,0.438384,0.613901,,0.483078,,0.62994,,,0.445909
,,,,,0.530327,0.425658,0.380583,,0.620913,0.556088,0.560323,0.471388,,0.477652,,0.679448,,,0.533568
,,,,,0.709842,0.380218,0.757543,,0.558933,0.320106,0.458692,0.629976,,0.545193,,0.680175,,,0.412415
,,,,,0.787456,0.382511,0.410201,,0.476967,0.544552,0.682406,0.617119,,0.569772,,0.621842,,,0.477456
,,,,,0.804633,0.377542,0.543423,,0.627092,0.278347,0.473817,0.570753,,0.609818,,0.676113,,,0.559139
,,,,,0.854569,0.40236,0.222694,,0.471251,0.200984,0.514284,0.671621,,0.447832,,0.421976,,,0.482871
,,,,,0.871881,0.730277,0.751903,,0.568355,0.462245,0.586548,0.546998,,0.397129,,0.756691,,,0.522815
,,,,,0.795694,0.432251,0.184572,,0.367102,0.428919,0.478537,0.617157,,0.377129,,0.513097,,,0.505782
,,,,,0.735225,0.675943,0.513898,,0.626021,0.67164,0.410786,0.59759,,0.482199,,0.565579,,,0.453324
,,,,,0.728997,0.308236,0.315113,,0.5839,0.46907,0.473765,0.694727,,0.674702,,0.609864,,,0.345448
,,,,,0.701183,0.551881,0.556102,,0.698928,0.523687,0.492826,0.571878,,0.617953,,0.613269,,,0.4137
,,,,,0.675324,0.466177,0.536704,,0.582916,0.385466,0.35797,0.548692,,0.628267,,0.791593,,,0.394443
,,,,,0.655759,0.645903,0.402334,,0.632383,0.544465,0.497676,0.548692,,0.529885,,0.630156,,,0.527564
,,,,,0.65121,0.427267,0.444777,,0.488766,0.531151,0.539949,0.609575,,0.542645,,0.70553,,,0.607224
,,,,,0.749966,0.427267,0.252717,,0.488766,0.744813,0.461276,0.599906,,0.615362,,0.579042,,,0.346625
,,,,,0.562411,0.585546,0.411113,,0.384359,0.803976,0.461276,0.447192,,0.636799,,0.569379,,,0.589798
,,,,,0.434268,0.470974,0.527508,,0.583204,0.553384,0.529736,0.6171,,0.604341,,0.589994,,,0.494422
,,,,,0.649593,0.484559,0.559561,,0.570837,0.575895,0.408748,0.659495,,0.589424,,0.648635,,,0.467334
,,,,,0.693858,0.415403,0.560336,,0.511364,0.448912,0.521321,0.615042,,0.657566,,0.56442,,,0.419804
,,,,,0.667351,0.42274,0.49118,,0.497452,0.736054,0.517581,0.571209,,0.671788,,0.658763,,,0.485404
,,,,,0.646001,0.361561,0.530176,,0.564477,0.677656,0.640647,0.612239,,0.636906,,0.619794,,,0.510592
,,,,,0.772564,0.714019,0.539655,,0.475752,0.702486,0.431338,0.655168,,0.562522,,0.692726,,,0.457229
,,,,,0.644773,0.427382,0.484551,,0.467851,0.502479,0.38499,0.553062,,0.585852,,0.597055,,,0.51763
,,,,,0.626438,0.445511,0.588506,,0.706194,0.562075,0.464612,0.47149,,0.525865,,0.53277,,,0.555664
,,,,,0.709579,0.270203,0.56242,,0.667988,0.595611,0.482041,0.69464,,0.528532,,0.70373,,,0.486049
,,,,,0.516704,0.455243,0.607905,,0.508978,0.612567,0.485667,0.736959,,0.422019,,0.705475,,,0.523381
,,,,,0.775795,0.453869,0.543,,0.522179,0.552969,0.541347,0.660662,,0.619925,,0.579754,,,0.607641
,,,,,0.722751,0.689526,0.58418,,0.628378,0.758929,0.48942,0.582458,,0.358506,,0.678565,,,0.636685
,,,,,0.786043,0.574804,0.402334,,0.683883,0.708359,0.378753,0.558294,,0.635906,,0.430936,,,0.636685
,,,,,0.718731,0.559494,0.556102,,0.637264,0.571488,0.56934,0.421018,,0.643803,,0.596345,,,0.404007
,,,,,0.356467,0.392971,0.536704,,0.607245,0.635712,0.527155,0.496214,,0.618945,,0.569499,,,0.652526
,,,,,0.396115,0.568581,0.252717,,0.504459,0.546271,0.460436,0.451395,,0.531518,,0.43752,,,0.570905
,,,,,0.698797,0.319578,0.411113,,0.504459,0.668382,0.505069,0.666771,,0.512382,,0.640007,,,
,,,,,0.741203,0.419763,0.697958,,0.481494,0.632826,0.533151,0.445868,,0.748284,,0.662714,,,
,,,,,0.821467,0.68241,0.585638,,0.481494,0.511369,0.574526,0.521248,,0.582495,,0.599447,,,
,,,,,0.799343,0.670053,0.419999,,0.499948,0.524045,0.435902,0.511639,,0.633789,,0.507822,,,
,,,,,0.712556,0.550769,0.556102,,0.371772,0.688942,0.525079,0.468441,,0.535604,,0.415244,,,
,,,,,0.738934,0.39412,0.279016,,0.322905,0.500498,0.751734,0.545057,,0.664412,,0.509203,,,
,,,,,0.722964,0.733822,0.536704,,0.508277,0.522077,0.403435,0.578721,,0.621928,,0.654564,,,
,,,,,0.686678,0.570617,0.402334,,0.580571,0.513128,0.455266,0.578721,,0.610888,,0.671609,,,
,,,,,0.593442,0.444405,0.444777,,0.448812,0.477955,0.495451,0.53008,,0.654547,,0.715842,,,
,,,,,0.749275,0.469678,0.411113,,0.579859,0.618552,0.38234,0.734323,,0.571702,,0.549502,,,
,,,,,0.678319,0.534654,0.419999,,0.566499,0.727142,0.550977,0.559229,,0.452063,,0.406738,,,
,,,,,0.58786,0.413033,0.323472,,0.462144,0.688651,0.368112,0.478043,,0.673794,,0.556267,,,
,,,,,0.607191,0.410297,0.456256,,0.500412,0.655028,0.455055,0.670748,,0.476674,,0.593331,,,
,,,,,0.563682,0.524151,0.503412,,0.492887,0.61341,0.558905,0.670748,,0.556585,,0.674842,,,
,,,,,0.590745,0.507261,0.444481,,0.454493,0.803822,0.582575,0.64281,,0.610663,,0.356105,,,
,,,,,0.444379,0.539568,0.512513,,0.548476,0.769238,0.446231,0.64281,,0.416399,,0.528115,,,
,,,,,0.413999,0.543401,0.468025,,0.563611,0.561865,0.422134,0.495727,,0.578427,,0.708209,,,
,,,,,0.62937,0.325146,0.512384,,0.554749,0.506755,0.47698,0.321397,,0.454478,,0.614523,,,
,,,,,0.517263,0.209202,0.464209,,0.585848,0.477679,0.344083,0.706075,,0.645758,,0.762859,,,
,,,,,0.709204,0.22944,0.467209,,0.553358,0.802695,0.465353,0.415064,,0.284905,,0.580911,,,
,,,,,0.734893,0.34788,0.456256,,0.582274,0.632411,0.312456,0.736672,,0.295954,,0.520396,,,
,,,,,0.748942,0.326486,0.503412,,0.640414,0.327508,0.656172,0.680965,,0.528375,,0.554902,,,
,,,,,0.812146,0.109797,0.444481,,0.593475,0.533454,0.566574,0.550372,,0.526539,,0.534884,,,
,,,,,0.759568,0.335229,0.512513,,0.360502,0.738696,0.383294,0.716855,,0.36145,,0.53064,,,
,,,,,0.719869,0.279788,0.468025,,0.395213,0.758495,0.329472,0.613047,,0.367694,,0.4185,,,
,,,,,0.709635,0.277591,0.512384,,0.583042,0.56895,0.304657,0.512304,,0.399922,,0.683456,,,
,,,,,0.541384,0.228764,0.464209,,0.400055,0.63073,0.502759,0.715062,,0.497876,,0.623563,,,
,,,,,0.705145,0.244551,0.467209,,0.467884,0.635268,0.361423,0.663726,,0.637127,,0.610699,,,
,,,,,0.388316,0.220989,0.420563,,0.560371,0.591806,0.485789,0.647546,,0.39682,,0.436071,,,
,,,,,0.831713,0.329743,0.291084,,0.527471,0.699219,0.679767,0.667037,,0.520577,,0.468689,,,
,,,,,0.873235,0.243817,0.452591,,0.390316,0.687165,0.577796,0.731109,,0.694502,,0.567766,,,
,,,,,0.483356,0.320415,0.735961,,0.503866,0.77939,0.536942,0.470999,,0.607746,,0.519248,,,
,,,,,0.693296,0.367451,0.161561,,0.554787,0.661418,0.695185,0.545973,,0.626483,,0.440103,,,
,,,,,0.659493,0.296447,0.687408,,0.542168,0.615804,0.513196,0.754585,,0.472253,,0.522814,,,
,,,,,0.760714,0.399489,0.703171,,0.675525,0.383985,0.538056,0.659371,,0.453001,,0.722175,,,
,,,,,0.625606,0.724773,0.793948,,0.488221,0.616242,0.616004,0.639104,,0.416466,,0.601963,,,
,,,,,0.745228,0.494858,0.58468,,0.539468,0.488421,0.469383,0.496469,,0.68217,,0.602529,,,
,,,,,0.776667,0.591767,0.548685,,0.57878,0.526993,0.418993,0.46959,,0.592549,,0.574682,,,
,,,,,0.669048,0.480751,0.555835,,0.476328,0.704168,0.323575,0.70748,,0.408791,,0.650907,,,
,,,,,0.790029,0.702076,0.571155,,0.615911,0.560371,0.477219,0.551386,,0.631182,,0.592113,,,
,,,,,0.726717,0.569933,0.535744,,0.491814,0.637754,0.477209,0.519256,,0.546833,,0.732784,,,
,,,,,0.714724,0.574527,0.503047,,0.414993,0.814925,0.365636,0.33879,,0.590374,,0.664604,,,
,,,,,0.677677,0.452315,0.550452,,0.292215,0.660333,0.480033,0.667145,,0.658498,,0.690096,,,
,,,,,0.599989,0.611223,0.585381,,0.280081,0.643469,0.570106,0.565238,,0.621928,,0.445581,,,
,,,,,0.754678,0.502545,0.574243,,0.210187,0.602688,0.57136,0.479473,,0.582495,,0.735616,,,
,,,,,0.787174,0.681132,0.638441,,0.419036,0.447441,0.496482,0.567076,,0.604341,,0.559103,,,
,,,,,0.645589,0.582837,0.668466,,0.177309,0.645078,0.61262,0.567076,,0.636799,,0.692488,,,
,,,,,0.723209,0.348429,0.532762,,0.633345,0.717176,0.43602,0.450627,,0.571702,,0.617323,,,
,,,,,0.546642,0.568276,0.51677,,0.36643,0.672821,0.402244,0.554096,,0.654547,,0.536016,,,
,,,,,0.601294,0.695798,0.558,,0.311123,0.627295,0.339963,0.348446,,0.535604,,0.468953,,,
,,,,,0.43604,0.517335,0.594315,,0.540878,0.780095,0.589761,0.549553,,0.748284,,0.503893,,,
,,,,,0.760637,0.426715,0.566538,,0.56701,0.620597,0.457814,0.587945,,0.618945,,0.432324,,,
,,,,,0.301631,0.653481,0.584228,,0.601137,0.631452,0.293066,0.508844,,0.635906,,0.538937,,,
,,,,,0.623804,0.570456,0.606043,,0.46236,0.521906,0.28087,0.779192,,0.636906,,0.468689,,,
,,,,,0.554785,0.492007,0.571954,,0.478427,0.559522,0.384883,0.46689,,0.619925,,0.572463,,,
,,,,,0.539279,0.524337,0.5714,,0.413728,0.627604,0.439783,0.60288,,0.664412,,0.596135,,,
,,,,,0.521329,0.563998,0.464289,,0.699688,0.822678,0.658913,0.599401,,0.585852,,0.480982,,,
,,,,,0.525619,0.605773,0.371083,,0.447457,0.84627,0.388409,0.640163,,0.628267,,0.571181,,,
,,,,,0.644173,0.659945,0.564777,,0.514467,0.531278,0.434159,0.675755,,0.589424,,0.45816,,,
,,,,,0.707289,0.610282,0.504373,,0.307896,0.4709,0.547932,0.468374,,0.542645,,0.46564,,,
,,,,,0.692772,0.426218,0.508007,,,0.525337,0.423802,0.489977,,0.657566,,0.479983,,,
,,,,,0.541922,0.507168,0.607444,,,0.778257,0.62091,0.44218,,0.531518,,0.551597,,,
,,,,,0.504701,0.610761,0.503047,,,0.733032,0.275631,0.655895,,0.633789,,0.57485,,,
,,,,,0.59397,0.590149,0.630222,,,0.553212,0.420865,0.681749,,0.528532,,0.411442,,,
,,,,,0.594696,0.61939,0.628831,,,0.612055,0.299296,0.476355,,0.617953,,0.672389,,,
,,,,,0.641561,0.641497,0.628831,,,0.592108,0.402265,0.522921,,0.529885,,0.670927,,,
,,,,,0.53558,0.704802,0.571155,,,0.752725,0.586873,0.596955,,0.671788,,0.521533,,,
,,,,,0.592445,0.691023,0.579064,,,0.642031,0.617925,0.707951,,0.512382,,0.709094,,,
,,,,,0.563231,0.627903,0.624262,,,0.618438,0.663821,0.487866,,0.610888,,0.471854,,,
,,,,,0.56171,0.702698,0.500887,,,0.482499,0.66368,0.597765,,0.615362,,0.508347,,,
,,,,,0.597108,0.418155,0.503047,,,0.54476,0.418264,0.69715,,0.643803,,0.514423,,,
,,,,,0.64906,0.63753,0.553745,,,0.72109,0.648847,0.732264,,0.358506,,0.415603,,,
,,,,,0.68597,0.635691,0.651,,,0.797512,0.506398,0.677762,,0.459947,,0.65453,,,
,,,,,0.679033,0.621459,0.430885,,,0.313426,0.562426,0.613431,,0.581796,,0.398538,,,
,,,,,0.735085,0.591175,0.54629,,,0.712834,0.601473,0.613431,,0.548804,,0.770333,,,
,,,,,0.525262,0.725928,0.465812,,,0.653531,0.502908,0.620436,,0.51993,,0.610926,,,
,,,,,0.656473,0.613909,0.533228,,,0.42741,0.429651,0.620436,,0.586897,,0.52615,,,
,,,,,0.685913,0.687895,0.524644,,,0.633187,0.736647,0.593432,,0.554456,,0.637613,,,
,,,,,0.659818,0.691355,0.49624,,,0.607713,0.585045,0.513198,,0.591664,,0.59188,,,
,,,,,0.683708,0.695716,0.469793,,,0.765912,0.422937,0.485742,,0.665934,,0.553791,,,
,,,,,0.79968,0.534142,0.662332,,,0.63009,0.548894,0.562608,,0.570617,,0.542347,,,
,,,,,0.730141,0.43129,0.546198,,,0.646122,0.466133,0.559011,,0.694317,,0.61585,,,
,,,,,0.657639,0.66071,0.56512,,,0.545372,0.583355,0.448672,,0.694317,,0.609089,,,
,,,,,0.634674,0.54032,0.607218,,,0.636575,0.460265,0.523615,,0.581729,,0.658961,,,
,,,,,0.71737,0.710762,0.543862,,,0.793874,0.474298,0.588057,,0.581729,,0.652226,,,
,,,,,0.610187,0.706677,0.503384,,,0.52421,0.637371,0.444218,,0.517533,,0.335418,,,
,,,,,0.596144,0.558143,0.569643,,,0.582751,0.461865,0.338981,,0.47324,,0.722419,,,
,,,,,0.530707,0.485813,0.766087,,,0.530587,0.391921,0.473426,,0.688485,,0.54039,,,
,,,,,0.720945,0.427488,0.583064,,,0.796035,0.66157,0.554114,,0.297973,,0.248442,,,
,,,,,0.626665,0.541327,0.600014,,,0.645667,0.511401,0.779141,,0.59411,,0.703549,,,
,,,,,0.702437,0.621885,0.566614,,,0.553129,0.529527,0.48677,,0.759523,,0.709232,,,
,,,,,0.601831,0.593842,0.591223,,,0.798515,0.503536,0.421658,,0.702748,,0.716037,,,
,,,,,0.735185,0.713698,0.608884,,,0.546317,0.453022,0.509349,,0.289109,,0.415244,,,
,,,,,0.712758,0.523238,0.488837,,,0.785759,0.529717,0.605784,,0.57782,,0.469605,,,
,,,,,0.580234,0.450709,0.45228,,,0.626856,0.429131,0.593206,,0.515852,,0.619864,,,
,,,,,0.764668,0.528503,0.45061,,,0.513248,0.496065,0.609533,,0.515852,,0.650195,,,
,,,,,0.824671,0.698713,0.541021,,,0.5836,0.514341,0.496079,,0.358753,,0.801219,,,
,,,,,0.694176,0.28876,0.437136,,,0.704673,0.598085,0.599875,,0.758618,,0.417384,,,
,,,,,0.627441,0.716598,0.596028,,,0.713866,0.653152,0.369749,,0.542183,,0.602745,,,
,,,,,0.742601,0.562151,0.337579,,,0.683198,0.527577,0.631638,,0.591213,,0.684772,,,
,,,,,0.735589,0.54694,0.653171,,,0.792446,0.60787,0.709353,,0.498954,,0.669434,,,
,,,,,0.644591,0.269985,0.504937,,,0.821526,0.769334,0.63749,,0.428389,,0.654883,,,
,,,,,0.544352,0.251881,0.429406,,,0.806274,0.753004,0.471189,,0.618772,,0.276378,,,
,,,,,0.842526,0.187247,0.511805,,,0.566127,0.55982,0.674399,,0.636723,,0.671259,,,
,,,,,0.791972,0.516267,0.328256,,,0.837795,0.629462,0.539951,,0.587911,,0.383408,,,
,,,,,0.681883,0.499185,0.586258,,,0.70922,0.465572,0.711551,,0.604128,,0.32588,,,
,,,,,0.50383,0.641993,0.57292,,,0.658981,0.608297,0.529733,,0.457576,,0.706668,,,
,,,,,0.807704,0.431187,0.500793,,,0.539895,0.350069,0.604904,,0.549829,,0.47387,,,
,,,,,0.550174,0.625877,0.505655,,,0.708868,0.52645,0.426599,,0.592991,,0.484469,,,
,,,,,0.431954,0.437585,0.410185,,,0.786852,0.69785,0.452224,,0.351591,,0.138932,,,
,,,,,0.43218,0.61735,0.503032,,,0.503313,0.770676,0.668327,,0.351591,,0.480982,,,
,,,,,0.502895,0.655432,0.574879,,,0.81641,0.700708,0.699298,,0.432076,,0.671609,,,
,,,,,0.471893,0.631088,0.413156,,,0.57505,0.585769,0.467329,,0.522056,,0.468953,,,
,,,,,0.520957,0.216901,0.685479,,,0.521541,0.388859,0.582413,,0.507263,,0.520396,,,
,,,,,0.69829,0.704921,0.506762,,,0.841709,0.545628,0.434568,,0.423695,,0.650907,,,
,,,,,0.757437,0.534686,0.690838,,,0.586017,0.526267,0.609405,,0.58102,,0.674842,,,
,,,,,0.537112,,0.570776,,,0.422861,0.674284,0.64032,,0.49405,,0.672389,,,
,,,,,0.679111,,0.471024,,,0.518998,0.685308,0.518324,,0.659417,,0.709094,,,
,,,,,0.526828,,0.555263,,,0.452988,0.622016,0.540961,,0.302212,,0.479983,,,
,,,,,0.490139,,0.583587,,,0.438193,0.488431,0.507803,,0.685509,,0.57485,,,
,,,,,0.451224,,0.601161,,,0.536146,0.630923,0.464252,,0.515769,,0.572463,,,
,,,,,0.528433,,0.519025,,,0.867615,0.753987,0.554429,,0.631117,,0.690096,,,
,,,,,0.494415,,0.59313,,,0.594524,0.676534,0.613487,,0.725818,,0.551597,,,
,,,,,0.49862,,0.627171,,,0.676681,0.466454,0.765925,,0.493475,,0.567766,,,
,,,,,0.605732,,0.675416,,,0.5291,0.599758,0.796271,,0.51184,,0.4185,,,
,,,,,0.769364,,0.667264,,,0.641047,0.672821,0.46042,,0.163109,,0.508347,,,
,,,,,0.775467,,0.632492,,,0.771446,0.643596,0.488131,,0.571182,,0.592113,,,
,,,,,0.422407,,0.693302,,,0.546435,0.511428,0.529779,,0.525359,,0.623563,,,
,,,,,0.709946,,0.530264,,,0.611158,0.652015,0.746771,,0.683329,,0.45816,,,
,,,,,0.70995,,0.671309,,,0.646228,0.734823,0.440841,,0.577755,,0.762859,,,
,,,,,0.764113,,0.567173,,,0.742577,0.684426,0.507579,,0.425881,,0.722175,,,
,,,,,0.611112,,0.687184,,,0.721504,0.504677,0.528233,,0.702895,,0.519248,,,
,,,,,0.57686,,0.596904,,,0.611853,0.603425,0.508071,,0.460288,,0.596135,,,
,,,,,0.741518,,0.725346,,,0.6758,0.592507,0.461238,,0.517218,,0.534884,,,
,,,,,0.59294,,0.630692,,,0.610653,0.645513,0.647201,,0.462741,,0.549502,,,
,,,,,0.835107,,0.653454,,,0.608823,0.455132,0.539809,,0.453797,,0.528115,,,
,,,,,0.644954,,0.559483,,,0.732922,0.288332,0.555956,,0.462043,,0.53064,,,
,,,,,0.702447,,0.650236,,,0.595191,0.397818,0.467061,,0.622077,,0.556267,,,
,,,,,0.652176,,0.567539,,,0.705263,0.425656,0.543094,,0.635958,,0.574682,,,
,,,,,0.696941,,0.561081,,,0.700183,0.487803,0.714758,,0.43866,,0.593331,,,
,,,,,0.772645,,0.621344,,,0.74447,0.528771,0.637278,,0.433209,,0.708209,,,
,,,,,0.632931,,0.429283,,,0.681654,0.437434,0.293397,,0.528733,,0.471854,,,
,,,,,0.770144,,0.599281,,,0.457533,0.59276,0.235948,,0.558624,,0.559103,,,
,,,,,0.63638,,0.54604,,,0.749675,0.457536,0.721149,,0.644696,,0.554902,,,
,,,,,0.703378,,0.650879,,,0.750554,0.470493,0.357133,,0.338465,,0.538937,,,
,,,,,0.707443,,0.62662,,,0.693602,0.42078,0.441612,,0.598646,,0.46564,,,
,,,,,0.689063,,0.534581,,,0.589126,0.44083,0.592786,,0.836624,,0.536016,,,
,,,,,0.611405,,0.510045,,,0.67564,0.483768,0.540468,,0.674632,,0.445581,,,
,,,,,0.535802,,0.562809,,,0.69483,0.390784,0.496411,,0.715653,,0.571181,,,
,,,,,0.702774,,0.590085,,,0.788546,0.528771,0.580845,,0.783879,,0.664604,,,
,,,,,0.670853,,0.600287,,,0.575733,0.437434,0.602189,,0.722361,,0.610699,,,
,,,,,0.625097,,0.772163,,,0.630391,0.352384,0.405419,,0.620859,,0.670927,,,
,,,,,0.557223,,0.626749,,,0.68435,0.364628,0.42209,,0.728032,,0.432324,,,
,,,,,0.569978,,0.461991,,,0.679249,0.484533,0.668405,,0.618357,,0.468689,,,
,,,,,0.571514,,0.622649,,,0.739001,0.470493,0.727145,,0.494868,,0.468689,,,
,,,,,0.480301,,0.698446,,,0.802467,0.507538,0.426133,,0.586087,,0.715842,,,
,,,,,0.834524,,0.625039,,,0.772378,0.487036,0.324531,,0.59891,,0.406738,,,
,,,,,0.813989,,0.491892,,,0.662435,0.376126,0.505221,,0.644725,,0.411442,,,
,,,,,0.601653,,0.693773,,,0.486632,,0.51958,,0.475996,,0.735616,,,
,,,,,0.560881,,0.606675,,,0.669822,,0.516802,,0.558794,,0.522814,,,
,,,,,0.635722,,0.70569,,,0.566702,,0.505259,,0.496089,,0.614523,,,
,,,,,0.585666,,0.744487,,,0.521293,,0.550524,,0.679663,,0.617323,,,
,,,,,0.654048,,0.522884,,,0.474966,,0.545196,,0.706121,,0.440103,,,
,,,,,0.503753,,0.606908,,,0.575049,,0.504975,,0.732286,,0.601963,,,
,,,,,0.682723,,0.583921,,,0.772365,,0.444948,,0.552692,,0.732784,,,
,,,,,0.65114,,0.668208,,,0.70614,,0.583792,,0.630751,,0.602529,,,
,,,,,0.487165,,0.668908,,,0.698976,,0.650596,,0.56794,,0.697508,,,
,,,,,0.463916,,0.567153,,,0.519679,,0.431301,,0.666265,,0.660131,,,
,,,,,0.780768,,0.483172,,,0.695483,,0.480215,,0.57404,,0.631632,,,
,,,,,0.59178,,0.591519,,,0.590734,,0.351981,,0.663791,,0.476198,,,
,,,,,0.433169,,0.743052,,,0.448703,,0.580845,,0.775585,,0.599481,,,
,,,,,0.609136,,0.609263,,,0.654838,,0.468329,,0.651896,,0.464668,,,
,,,,,0.613288,,0.635285,,,0.475992,,0.42209,,0.712208,,0.404188,,,
